 # Frequency[cm^-1] DOS PDOS
  0.0000000000E+00  0.0000000000E+00  0.0000E+00  0.0000E+00
  1.0000000000E+00  1.5523385423E-07  7.7617E-08  7.7617E-08
  2.0000000000E+00  6.2093898484E-07  3.1047E-07  3.1047E-07
  3.0000000000E+00  1.3971153918E-06  6.9856E-07  6.9856E-07
  4.0000000000E+00  2.4837630752E-06  1.2419E-06  1.2419E-06
  5.0000000000E+00  3.8808820350E-06  1.9404E-06  1.9404E-06
  6.0000000000E+00  5.5884722712E-06  2.7942E-06  2.7942E-06
  7.0000000000E+00  7.6065337838E-06  3.8033E-06  3.8033E-06
  8.0000000000E+00  9.9350665727E-06  4.9675E-06  4.9675E-06
  9.0000000000E+00  1.2574070638E-05  6.2870E-06  6.2870E-06
  1.0000000000E+01  1.5523545980E-05  7.7618E-06  7.7618E-06
  1.1000000000E+01  1.8783492598E-05  9.3917E-06  9.3917E-06
  1.2000000000E+01  2.2353910492E-05  1.1177E-05  1.1177E-05
  1.3000000000E+01  2.6234799663E-05  1.3117E-05  1.3117E-05
  1.4000000000E+01  3.0426160111E-05  1.5213E-05  1.5213E-05
  1.5000000000E+01  3.4927991834E-05  1.7464E-05  1.7464E-05
  1.6000000000E+01  3.9740294834E-05  1.9870E-05  1.9870E-05
  1.7000000000E+01  4.4863069111E-05  2.2432E-05  2.2432E-05
  1.8000000000E+01  5.0296314664E-05  2.5148E-05  2.5148E-05
  1.9000000000E+01  5.6040031493E-05  2.8020E-05  2.8020E-05
  2.0000000000E+01  6.2094219599E-05  3.1047E-05  3.1047E-05
  2.1000000000E+01  6.8458878981E-05  3.4229E-05  3.4229E-05
  2.2000000000E+01  7.5134009639E-05  3.7567E-05  3.7567E-05
  2.3000000000E+01  8.2119611574E-05  4.1060E-05  4.1060E-05
  2.4000000000E+01  8.9415684785E-05  4.4708E-05  4.4708E-05
  2.5000000000E+01  9.7022229273E-05  4.8511E-05  4.8511E-05
  2.6000000000E+01  1.0493924504E-04  5.2470E-05  5.2470E-05
  2.7000000000E+01  1.1316673208E-04  5.6583E-05  5.6583E-05
  2.8000000000E+01  1.2170469039E-04  6.0852E-05  6.0852E-05
  2.9000000000E+01  1.3055311999E-04  6.5277E-05  6.5277E-05
  3.0000000000E+01  1.3971202086E-04  6.9856E-05  6.9856E-05
  3.1000000000E+01  1.4918139300E-04  7.4591E-05  7.4591E-05
  3.2000000000E+01  1.5896123642E-04  7.9481E-05  7.9481E-05
  3.3000000000E+01  1.6905155112E-04  8.4526E-05  8.4526E-05
  3.4000000000E+01  1.7945233710E-04  8.9726E-05  8.9726E-05
  3.5000000000E+01  1.9016359435E-04  9.5082E-05  9.5082E-05
  3.6000000000E+01  2.0118532288E-04  1.0059E-04  1.0059E-04
  3.7000000000E+01  2.1251752268E-04  1.0626E-04  1.0626E-04
  3.8000000000E+01  2.2416019376E-04  1.1208E-04  1.1208E-04
  3.9000000000E+01  2.3611333612E-04  1.1806E-04  1.1806E-04
  4.0000000000E+01  2.4837694975E-04  1.2419E-04  1.2419E-04
  4.1000000000E+01  2.6095103466E-04  1.3048E-04  1.3048E-04
  4.2000000000E+01  2.7383559085E-04  1.3692E-04  1.3692E-04
  4.3000000000E+01  2.8703061831E-04  1.4352E-04  1.4352E-04
  4.4000000000E+01  3.0053611705E-04  1.5027E-04  1.5027E-04
  4.5000000000E+01  3.1435208707E-04  1.5718E-04  1.5718E-04
  4.6000000000E+01  3.2847852836E-04  1.6424E-04  1.6424E-04
  4.7000000000E+01  3.4291544093E-04  1.7146E-04  1.7146E-04
  4.8000000000E+01  3.5766282477E-04  1.7883E-04  1.7883E-04
  4.9000000000E+01  3.7272067989E-04  1.8636E-04  1.8636E-04
  5.0000000000E+01  3.8808900629E-04  1.9404E-04  1.9404E-04
  5.1000000000E+01  4.0376780396E-04  2.0188E-04  2.0188E-04
  5.2000000000E+01  4.1975707291E-04  2.0988E-04  2.0988E-04
  5.3000000000E+01  4.3605681314E-04  2.1803E-04  2.1803E-04
  5.4000000000E+01  4.5266702464E-04  2.2633E-04  2.2633E-04
  5.5000000000E+01  4.6958770742E-04  2.3479E-04  2.3479E-04
  5.6000000000E+01  4.8681886148E-04  2.4341E-04  2.4341E-04
  5.7000000000E+01  5.0436048681E-04  2.5218E-04  2.5218E-04
  5.8000000000E+01  5.2221258342E-04  2.6111E-04  2.6111E-04
  5.9000000000E+01  5.4037515130E-04  2.7019E-04  2.7019E-04
  6.0000000000E+01  5.5884819046E-04  2.7942E-04  2.7942E-04
  6.1000000000E+01  5.7763170090E-04  2.8882E-04  2.8882E-04
  6.2000000000E+01  6.5778635550E-04  3.2889E-04  3.2889E-04
  6.3000000000E+01  8.3931861968E-04  4.1966E-04  4.1966E-04
  6.4000000000E+01  1.0131980485E-03  5.0660E-04  5.0660E-04
  6.5000000000E+01  1.1794246419E-03  5.8971E-04  5.8971E-04
  6.6000000000E+01  1.3379984000E-03  6.6900E-04  6.6900E-04
  6.7000000000E+01  1.4889193227E-03  7.4446E-04  7.4446E-04
  6.8000000000E+01  1.6321874101E-03  8.1609E-04  8.1609E-04
  6.9000000000E+01  1.7678026621E-03  8.8390E-04  8.8390E-04
  7.0000000000E+01  1.8957650787E-03  9.4788E-04  9.4788E-04
  7.1000000000E+01  2.0160746599E-03  1.0080E-03  1.0080E-03
  7.2000000000E+01  2.1287314058E-03  1.0644E-03  1.0644E-03
  7.3000000000E+01  2.2337353163E-03  1.1169E-03  1.1169E-03
  7.4000000000E+01  2.3310863914E-03  1.1655E-03  1.1655E-03
  7.5000000000E+01  2.4207846312E-03  1.2104E-03  1.2104E-03
  7.6000000000E+01  2.5028300356E-03  1.2514E-03  1.2514E-03
  7.7000000000E+01  2.5772226047E-03  1.2886E-03  1.2886E-03
  7.8000000000E+01  2.6439623383E-03  1.3220E-03  1.3220E-03
  7.9000000000E+01  2.7030492367E-03  1.3515E-03  1.3515E-03
  8.0000000000E+01  2.7544832996E-03  1.3772E-03  1.3772E-03
  8.1000000000E+01  2.8047642958E-03  1.4024E-03  1.4024E-03
  8.2000000000E+01  2.9042405758E-03  1.4521E-03  1.4521E-03
  8.3000000000E+01  3.0056085777E-03  1.5028E-03  1.5028E-03
  8.4000000000E+01  3.1088683014E-03  1.5544E-03  1.5544E-03
  8.5000000000E+01  3.2140197469E-03  1.6070E-03  1.6070E-03
  8.6000000000E+01  3.3210629143E-03  1.6605E-03  1.6605E-03
  8.7000000000E+01  3.4299978034E-03  1.7150E-03  1.7150E-03
  8.8000000000E+01  3.5408244144E-03  1.7704E-03  1.7704E-03
  8.9000000000E+01  3.6535427472E-03  1.8268E-03  1.8268E-03
  9.0000000000E+01  3.7681528018E-03  1.8841E-03  1.8841E-03
  9.1000000000E+01  3.9036218609E-03  1.9518E-03  1.9518E-03
  9.2000000000E+01  4.0693031967E-03  2.0347E-03  2.0347E-03
  9.3000000000E+01  4.2567991001E-03  2.1284E-03  2.1284E-03
  9.4000000000E+01  4.4661095710E-03  2.2331E-03  2.2331E-03
  9.5000000000E+01  4.6972346094E-03  2.3486E-03  2.3486E-03
  9.6000000000E+01  4.9501742153E-03  2.4751E-03  2.4751E-03
  9.7000000000E+01  5.2250629394E-03  2.6125E-03  2.6125E-03
  9.8000000000E+01  5.5277004451E-03  2.7639E-03  2.7639E-03
  9.9000000000E+01  5.8611738615E-03  2.9306E-03  2.9306E-03
  1.0000000000E+02  6.2254831886E-03  3.1127E-03  3.1127E-03
  1.0100000000E+02  6.6206284264E-03  3.3103E-03  3.3103E-03
  1.0200000000E+02  7.0466095749E-03  3.5233E-03  3.5233E-03
  1.0300000000E+02  7.5034266341E-03  3.7517E-03  3.7517E-03
  1.0400000000E+02  8.0869716029E-03  4.0435E-03  4.0435E-03
  1.0500000000E+02  8.8146275924E-03  4.4073E-03  4.4073E-03
  1.0600000000E+02  9.5415999861E-03  4.7708E-03  4.7708E-03
  1.0700000000E+02  1.0267888784E-02  5.1339E-03  5.1339E-03
  1.0800000000E+02  1.0993493986E-02  5.4967E-03  5.4967E-03
  1.0900000000E+02  1.1682027982E-02  5.8410E-03  5.8410E-03
  1.1000000000E+02  1.2230678404E-02  6.1153E-03  6.1153E-03
  1.1100000000E+02  1.2798229833E-02  6.3991E-03  6.3991E-03
  1.1200000000E+02  1.3384682267E-02  6.6923E-03  6.6923E-03
  1.1300000000E+02  1.3990035708E-02  6.9950E-03  6.9950E-03
  1.1400000000E+02  1.4614290155E-02  7.3071E-03  7.3071E-03
  1.1500000000E+02  1.5606012321E-02  7.8030E-03  7.8030E-03
  1.1600000000E+02  1.6913708716E-02  8.4569E-03  8.4569E-03
  1.1700000000E+02  1.7657481902E-02  8.8287E-03  8.8287E-03
  1.1800000000E+02  1.8027891813E-02  9.0139E-03  9.0139E-03
  1.1900000000E+02  1.8507214854E-02  9.2536E-03  9.2536E-03
  1.2000000000E+02  1.9086792515E-02  9.5434E-03  9.5434E-03
  1.2100000000E+02  1.6272124902E-02  8.1361E-03  8.1361E-03
  1.2200000000E+02  1.6514422718E-02  8.2572E-03  8.2572E-03
  1.2300000000E+02  1.6753088587E-02  8.3765E-03  8.3765E-03
  1.2400000000E+02  1.6988122510E-02  8.4941E-03  8.4941E-03
  1.2500000000E+02  1.7219524486E-02  8.6098E-03  8.6098E-03
